ma_length,key_value,adaptive_atr_mult,tp1_rr_long,tp1_percent,tp2_rr_long,return,sharpe,max_dd,win_rate,trades,avg_trade,profit_factor
100,2.5,2.5,2.5,25,4.0,12.191447272393344,0.933750882811954,-8.749913503015538,66.66666666666666,12,9.212192524669849,3.9713399393850017
100,2.5,2.5,2.5,25,5.0,12.191447272393344,0.933750882811954,-8.749913503015538,66.66666666666666,12,9.212192524669849,3.9713399393850017
150,2.5,2.5,2.5,30,3.0,12.115586999047409,0.9531451760023911,-8.37251146024104,66.66666666666666,12,9.212192524669849,3.9713399393850017
150,2.5,2.5,2.5,25,5.0,12.191447272393344,0.933750882811954,-8.749913503015538,66.66666666666666,12,9.212192524669849,3.9713399393850017
150,2.5,2.5,2.5,25,4.0,12.191447272393344,0.933750882811954,-8.749913503015538,66.66666666666666,12,9.212192524669849,3.9713399393850017
150,2.5,2.5,2.5,25,3.0,12.191447272393344,0.933750882811954,-8.749913503015538,66.66666666666666,12,9.212192524669849,3.9713399393850017
150,2.5,2.5,2.5,20,5.0,12.796207986962454,0.959718880248894,-8.749913503015538,66.66666666666666,12,9.212192524669849,3.9713399393850017
150,2.5,2.5,2.5,20,4.0,12.796207986962454,0.959718880248894,-8.749913503015538,66.66666666666666,12,9.212192524669849,3.9713399393850017
150,2.5,2.5,2.5,20,3.0,12.796207986962454,0.959718880248894,-8.749913503015538,66.66666666666666,12,9.212192524669849,3.9713399393850017
150,2.5,2.5,2.5,30,5.0,12.115586999047409,0.9531451760023911,-8.37251146024104,66.66666666666666,12,9.212192524669849,3.9713399393850017
100,2.5,2.5,2.5,20,3.0,12.796207986962454,0.959718880248894,-8.749913503015538,66.66666666666666,12,9.212192524669849,3.9713399393850017
100,2.5,2.5,2.5,20,4.0,12.796207986962454,0.959718880248894,-8.749913503015538,66.66666666666666,12,9.212192524669849,3.9713399393850017
100,2.5,2.5,2.5,20,5.0,12.796207986962454,0.959718880248894,-8.749913503015538,66.66666666666666,12,9.212192524669849,3.9713399393850017
100,2.5,2.5,2.5,25,3.0,12.191447272393344,0.933750882811954,-8.749913503015538,66.66666666666666,12,9.212192524669849,3.9713399393850017
150,2.5,2.5,2.5,30,4.0,12.115586999047409,0.9531451760023911,-8.37251146024104,66.66666666666666,12,9.212192524669849,3.9713399393850017
100,2.5,2.5,2.5,30,3.0,12.115586999047409,0.9531451760023911,-8.37251146024104,66.66666666666666,12,9.212192524669849,3.9713399393850017
100,2.5,2.5,2.5,30,5.0,12.115586999047409,0.9531451760023911,-8.37251146024104,66.66666666666666,12,9.212192524669849,3.9713399393850017
200,2.5,2.5,2.5,20,3.0,12.796207986962454,0.959718880248894,-8.749913503015538,66.66666666666666,12,9.212192524669849,3.9713399393850017
200,2.5,2.5,2.5,30,5.0,12.115586999047409,0.9531451760023911,-8.37251146024104,66.66666666666666,12,9.212192524669849,3.9713399393850017
200,2.5,2.5,2.5,30,4.0,12.115586999047409,0.9531451760023911,-8.37251146024104,66.66666666666666,12,9.212192524669849,3.9713399393850017
200,2.5,2.5,2.5,30,3.0,12.115586999047409,0.9531451760023911,-8.37251146024104,66.66666666666666,12,9.212192524669849,3.9713399393850017
200,2.5,2.5,2.5,20,4.0,12.796207986962454,0.959718880248894,-8.749913503015538,66.66666666666666,12,9.212192524669849,3.9713399393850017
200,2.5,2.5,2.5,25,5.0,12.191447272393344,0.933750882811954,-8.749913503015538,66.66666666666666,12,9.212192524669849,3.9713399393850017
200,2.5,2.5,2.5,25,4.0,12.191447272393344,0.933750882811954,-8.749913503015538,66.66666666666666,12,9.212192524669849,3.9713399393850017
200,2.5,2.5,2.5,25,3.0,12.191447272393344,0.933750882811954,-8.749913503015538,66.66666666666666,12,9.212192524669849,3.9713399393850017
200,2.5,2.5,2.5,20,5.0,12.796207986962454,0.959718880248894,-8.749913503015538,66.66666666666666,12,9.212192524669849,3.9713399393850017
100,2.5,2.5,2.5,30,4.0,12.115586999047409,0.9531451760023911,-8.37251146024104,66.66666666666666,12,9.212192524669849,3.9713399393850017
150,2.5,2.5,2.0,25,5.0,13.338984437393172,0.9672662476060767,-8.759399594610063,70.0,10,8.207821657570191,3.662687385818309
150,2.5,2.5,2.0,30,5.0,13.203559214187607,0.9822135690661243,-8.386204904416738,70.0,10,8.207821657570191,3.662687385818309
150,2.5,2.5,2.0,30,4.0,13.203559214187607,0.9822135690661243,-8.386204904416738,70.0,10,8.207821657570191,3.662687385818309
150,2.5,2.5,2.0,30,3.0,13.203559214187607,0.9822135690661243,-8.386204904416738,70.0,10,8.207821657570191,3.662687385818309
150,2.5,2.5,2.0,20,5.0,13.90945551518249,0.995843048433824,-8.759399594610063,70.0,10,8.207821657570191,3.662687385818309
150,2.5,2.5,2.0,25,4.0,13.338984437393172,0.9672662476060767,-8.759399594610063,70.0,10,8.207821657570191,3.662687385818309
150,2.5,2.5,2.0,25,3.0,13.338984437393172,0.9672662476060767,-8.759399594610063,70.0,10,8.207821657570191,3.662687385818309
150,2.5,2.5,2.0,20,3.0,13.90945551518249,0.995843048433824,-8.759399594610063,70.0,10,8.207821657570191,3.662687385818309
100,2.5,2.5,2.0,20,3.0,13.90945551518249,0.995843048433824,-8.759399594610063,70.0,10,8.207821657570191,3.662687385818309
100,2.5,2.5,2.0,20,4.0,13.90945551518249,0.995843048433824,-8.759399594610063,70.0,10,8.207821657570191,3.662687385818309
100,2.5,2.5,2.0,20,5.0,13.90945551518249,0.995843048433824,-8.759399594610063,70.0,10,8.207821657570191,3.662687385818309
100,2.5,2.5,2.0,25,3.0,13.338984437393172,0.9672662476060767,-8.759399594610063,70.0,10,8.207821657570191,3.662687385818309
100,2.5,2.5,2.0,25,4.0,13.338984437393172,0.9672662476060767,-8.759399594610063,70.0,10,8.207821657570191,3.662687385818309
100,2.5,2.5,2.0,30,3.0,13.203559214187607,0.9822135690661243,-8.386204904416738,70.0,10,8.207821657570191,3.662687385818309
100,2.5,2.5,2.0,30,4.0,13.203559214187607,0.9822135690661243,-8.386204904416738,70.0,10,8.207821657570191,3.662687385818309
100,2.5,2.5,2.0,30,5.0,13.203559214187607,0.9822135690661243,-8.386204904416738,70.0,10,8.207821657570191,3.662687385818309
100,2.5,2.5,2.0,25,5.0,13.338984437393172,0.9672662476060767,-8.759399594610063,70.0,10,8.207821657570191,3.662687385818309
150,2.5,2.5,2.0,20,4.0,13.90945551518249,0.995843048433824,-8.759399594610063,70.0,10,8.207821657570191,3.662687385818309
200,2.5,2.5,2.0,20,4.0,13.90945551518249,0.995843048433824,-8.759399594610063,70.0,10,8.207821657570191,3.662687385818309
200,2.5,2.5,2.0,30,4.0,13.203559214187607,0.9822135690661243,-8.386204904416738,70.0,10,8.207821657570191,3.662687385818309
200,2.5,2.5,2.0,20,3.0,13.90945551518249,0.995843048433824,-8.759399594610063,70.0,10,8.207821657570191,3.662687385818309
200,2.5,2.5,2.0,20,5.0,13.90945551518249,0.995843048433824,-8.759399594610063,70.0,10,8.207821657570191,3.662687385818309
200,2.5,2.5,2.0,25,3.0,13.338984437393172,0.9672662476060767,-8.759399594610063,70.0,10,8.207821657570191,3.662687385818309
200,2.5,2.5,2.0,25,4.0,13.338984437393172,0.9672662476060767,-8.759399594610063,70.0,10,8.207821657570191,3.662687385818309
200,2.5,2.5,2.0,25,5.0,13.338984437393172,0.9672662476060767,-8.759399594610063,70.0,10,8.207821657570191,3.662687385818309
200,2.5,2.5,2.0,30,3.0,13.203559214187607,0.9822135690661243,-8.386204904416738,70.0,10,8.207821657570191,3.662687385818309
200,2.5,2.5,2.0,30,5.0,13.203559214187607,0.9822135690661243,-8.386204904416738,70.0,10,8.207821657570191,3.662687385818309
50,2.5,2.5,2.5,30,3.0,22.185413753205466,1.3787698661169878,-12.85013768074974,66.66666666666666,18,8.107686414343473,3.932674363323701
50,2.5,2.5,2.5,25,5.0,22.2612740265514,1.357650684677121,-12.842475956634713,66.66666666666666,18,8.107686414343473,3.932674363323701
50,2.5,2.5,2.5,20,5.0,22.755076036805313,1.3734933803903366,-12.990436177568387,66.66666666666666,18,8.107686414343473,3.932674363323701
50,2.5,2.5,2.5,30,4.0,22.185413753205466,1.3787698661169878,-12.85013768074974,66.66666666666666,18,8.107686414343473,3.932674363323701
50,2.5,2.5,2.5,30,5.0,22.185413753205466,1.3787698661169878,-12.85013768074974,66.66666666666666,18,8.107686414343473,3.932674363323701
50,2.5,2.5,2.5,25,4.0,22.2612740265514,1.357650684677121,-12.842475956634713,66.66666666666666,18,8.107686414343473,3.932674363323701
50,2.5,2.5,2.5,25,3.0,22.2612740265514,1.357650684677121,-12.842475956634713,66.66666666666666,18,8.107686414343473,3.932674363323701
50,2.5,2.5,2.5,20,3.0,22.755076036805313,1.3734933803903366,-12.990436177568387,66.66666666666666,18,8.107686414343473,3.932674363323701
50,2.5,2.5,2.5,20,4.0,22.755076036805313,1.3734933803903366,-12.990436177568387,66.66666666666666,18,8.107686414343473,3.932674363323701
200,2.0,2.5,2.5,20,4.0,12.90108391218566,0.9544279794473532,-8.032621769115256,66.66666666666666,12,7.9444069055791156,3.4638330172363303
200,2.0,2.5,2.5,25,3.0,12.866794275405862,0.9587137037674018,-8.032621769115256,66.66666666666666,12,7.9444069055791156,3.4638330172363303
150,2.0,2.5,2.5,20,4.0,12.90108391218566,0.9544279794473532,-8.032621769115256,66.66666666666666,12,7.9444069055791156,3.4638330172363303
200,2.0,2.5,2.5,20,3.0,12.90108391218566,0.9544279794473532,-8.032621769115256,66.66666666666666,12,7.9444069055791156,3.4638330172363303
200,2.0,2.5,2.5,25,5.0,12.866794275405862,0.9587137037674018,-8.032621769115256,66.66666666666666,12,7.9444069055791156,3.4638330172363303
150,2.0,2.5,2.5,20,3.0,12.90108391218566,0.9544279794473532,-8.032621769115256,66.66666666666666,12,7.9444069055791156,3.4638330172363303
150,2.0,2.5,2.5,20,5.0,12.90108391218566,0.9544279794473532,-8.032621769115256,66.66666666666666,12,7.9444069055791156,3.4638330172363303
150,2.0,2.5,2.5,25,3.0,12.866794275405862,0.9587137037674018,-8.032621769115256,66.66666666666666,12,7.9444069055791156,3.4638330172363303
150,2.0,2.5,2.5,25,4.0,12.866794275405862,0.9587137037674018,-8.032621769115256,66.66666666666666,12,7.9444069055791156,3.4638330172363303
150,2.0,2.5,2.5,25,5.0,12.866794275405862,0.9587137037674018,-8.032621769115256,66.66666666666666,12,7.9444069055791156,3.4638330172363303
150,2.0,2.5,2.5,30,3.0,11.853917037246665,0.9241165340951613,-7.675846807500786,66.66666666666666,12,7.9444069055791156,3.4638330172363303
150,2.0,2.5,2.5,30,4.0,11.853917037246665,0.9241165340951613,-7.675846807500786,66.66666666666666,12,7.9444069055791156,3.4638330172363303
200,2.0,2.5,2.5,25,4.0,12.866794275405862,0.9587137037674018,-8.032621769115256,66.66666666666666,12,7.9444069055791156,3.4638330172363303
200,2.0,2.5,2.5,20,5.0,12.90108391218566,0.9544279794473532,-8.032621769115256,66.66666666666666,12,7.9444069055791156,3.4638330172363303
200,2.0,2.5,2.5,30,3.0,11.853917037246665,0.9241165340951613,-7.675846807500786,66.66666666666666,12,7.9444069055791156,3.4638330172363303
100,2.0,2.5,2.5,20,3.0,12.90108391218566,0.9544279794473532,-8.032621769115256,66.66666666666666,12,7.9444069055791156,3.4638330172363303
100,2.0,2.5,2.5,30,5.0,11.853917037246665,0.9241165340951613,-7.675846807500786,66.66666666666666,12,7.9444069055791156,3.4638330172363303
100,2.0,2.5,2.5,30,4.0,11.853917037246665,0.9241165340951613,-7.675846807500786,66.66666666666666,12,7.9444069055791156,3.4638330172363303
100,2.0,2.5,2.5,30,3.0,11.853917037246665,0.9241165340951613,-7.675846807500786,66.66666666666666,12,7.9444069055791156,3.4638330172363303
200,2.0,2.5,2.5,30,4.0,11.853917037246665,0.9241165340951613,-7.675846807500786,66.66666666666666,12,7.9444069055791156,3.4638330172363303
100,2.0,2.5,2.5,25,4.0,12.866794275405862,0.9587137037674018,-8.032621769115256,66.66666666666666,12,7.9444069055791156,3.4638330172363303
100,2.0,2.5,2.5,25,3.0,12.866794275405862,0.9587137037674018,-8.032621769115256,66.66666666666666,12,7.9444069055791156,3.4638330172363303
100,2.0,2.5,2.5,20,5.0,12.90108391218566,0.9544279794473532,-8.032621769115256,66.66666666666666,12,7.9444069055791156,3.4638330172363303
100,2.0,2.5,2.5,20,4.0,12.90108391218566,0.9544279794473532,-8.032621769115256,66.66666666666666,12,7.9444069055791156,3.4638330172363303
100,2.0,2.5,2.5,25,5.0,12.866794275405862,0.9587137037674018,-8.032621769115256,66.66666666666666,12,7.9444069055791156,3.4638330172363303
150,2.0,2.5,2.5,30,5.0,11.853917037246665,0.9241165340951613,-7.675846807500786,66.66666666666666,12,7.9444069055791156,3.4638330172363303
200,2.0,2.5,2.5,30,5.0,11.853917037246665,0.9241165340951613,-7.675846807500786,66.66666666666666,12,7.9444069055791156,3.4638330172363303
150,2.5,2.5,1.5,30,4.0,12.282616402694675,0.9201300154170433,-8.457493365197733,70.0,10,7.383789137813768,3.415124981883208
100,2.5,2.5,1.5,20,5.0,13.295493640853891,0.9564300006922917,-8.808616224256227,70.0,10,7.383789137813768,3.415124981883208
100,2.5,2.5,1.5,25,3.0,12.725022563064575,0.9272393357886619,-8.808616224256227,70.0,10,7.383789137813768,3.415124981883208
100,2.5,2.5,1.5,25,4.0,12.725022563064575,0.9272393357886619,-8.808616224256227,70.0,10,7.383789137813768,3.415124981883208
100,2.5,2.5,1.5,25,5.0,12.725022563064575,0.9272393357886619,-8.808616224256227,70.0,10,7.383789137813768,3.415124981883208
150,2.5,2.5,1.5,20,3.0,13.295493640853891,0.9564300006922917,-8.808616224256227,70.0,10,7.383789137813768,3.415124981883208
150,2.5,2.5,1.5,20,4.0,13.295493640853891,0.9564300006922917,-8.808616224256227,70.0,10,7.383789137813768,3.415124981883208
100,2.5,2.5,1.5,30,5.0,12.282616402694675,0.9201300154170433,-8.457493365197733,70.0,10,7.383789137813768,3.415124981883208
100,2.5,2.5,1.5,30,4.0,12.282616402694675,0.9201300154170433,-8.457493365197733,70.0,10,7.383789137813768,3.415124981883208
200,2.5,2.5,1.5,20,3.0,13.295493640853891,0.9564300006922917,-8.808616224256227,70.0,10,7.383789137813768,3.415124981883208
150,2.5,2.5,1.5,30,5.0,12.282616402694675,0.9201300154170433,-8.457493365197733,70.0,10,7.383789137813768,3.415124981883208
200,2.5,2.5,1.5,30,3.0,12.282616402694675,0.9201300154170433,-8.457493365197733,70.0,10,7.383789137813768,3.415124981883208
200,2.5,2.5,1.5,30,4.0,12.282616402694675,0.9201300154170433,-8.457493365197733,70.0,10,7.383789137813768,3.415124981883208
150,2.5,2.5,1.5,25,5.0,12.725022563064575,0.9272393357886619,-8.808616224256227,70.0,10,7.383789137813768,3.415124981883208
150,2.5,2.5,1.5,25,4.0,12.725022563064575,0.9272393357886619,-8.808616224256227,70.0,10,7.383789137813768,3.415124981883208
150,2.5,2.5,1.5,25,3.0,12.725022563064575,0.9272393357886619,-8.808616224256227,70.0,10,7.383789137813768,3.415124981883208
150,2.5,2.5,1.5,20,5.0,13.295493640853891,0.9564300006922917,-8.808616224256227,70.0,10,7.383789137813768,3.415124981883208
100,2.5,2.5,1.5,30,3.0,12.282616402694675,0.9201300154170433,-8.457493365197733,70.0,10,7.383789137813768,3.415124981883208
200,2.5,2.5,1.5,20,4.0,13.295493640853891,0.9564300006922917,-8.808616224256227,70.0,10,7.383789137813768,3.415124981883208
200,2.5,2.5,1.5,20,5.0,13.295493640853891,0.9564300006922917,-8.808616224256227,70.0,10,7.383789137813768,3.415124981883208
200,2.5,2.5,1.5,25,3.0,12.725022563064575,0.9272393357886619,-8.808616224256227,70.0,10,7.383789137813768,3.415124981883208
200,2.5,2.5,1.5,25,4.0,12.725022563064575,0.9272393357886619,-8.808616224256227,70.0,10,7.383789137813768,3.415124981883208
200,2.5,2.5,1.5,25,5.0,12.725022563064575,0.9272393357886619,-8.808616224256227,70.0,10,7.383789137813768,3.415124981883208
200,2.5,2.5,1.5,30,5.0,12.282616402694675,0.9201300154170433,-8.457493365197733,70.0,10,7.383789137813768,3.415124981883208
150,2.5,2.5,1.5,30,3.0,12.282616402694675,0.9201300154170433,-8.457493365197733,70.0,10,7.383789137813768,3.415124981883208
100,2.5,2.5,1.5,20,4.0,13.295493640853891,0.9564300006922917,-8.808616224256227,70.0,10,7.383789137813768,3.415124981883208
100,2.5,2.5,1.5,20,3.0,13.295493640853891,0.9564300006922917,-8.808616224256227,70.0,10,7.383789137813768,3.415124981883208
50,2.5,2.5,2.0,20,4.0,22.397431066071693,1.344344656451206,-13.044227306572576,68.42105263157895,19,6.867198409639008,3.620988153907368
50,2.5,2.5,2.0,30,4.0,22.031624843629054,1.3577031289071433,-12.93044828088864,68.42105263157895,19,6.867198409639008,3.620988153907368
50,2.5,2.5,2.0,30,3.0,22.031624843629054,1.3577031289071433,-12.93044828088864,68.42105263157895,19,6.867198409639008,3.620988153907368
50,2.5,2.5,2.0,25,5.0,22.16705006683462,1.3399278982335947,-12.916605698784455,68.42105263157895,19,6.867198409639008,3.620988153907368
50,2.5,2.5,2.0,25,4.0,22.16705006683462,1.3399278982335947,-12.916605698784455,68.42105263157895,19,6.867198409639008,3.620988153907368
50,2.5,2.5,2.0,25,3.0,22.16705006683462,1.3399278982335947,-12.916605698784455,68.42105263157895,19,6.867198409639008,3.620988153907368
50,2.5,2.5,2.0,20,5.0,22.397431066071693,1.344344656451206,-13.044227306572576,68.42105263157895,19,6.867198409639008,3.620988153907368
50,2.5,2.5,2.0,20,3.0,22.397431066071693,1.344344656451206,-13.044227306572576,68.42105263157895,19,6.867198409639008,3.620988153907368
50,2.5,2.5,2.0,30,5.0,22.031624843629054,1.3577031289071433,-12.93044828088864,68.42105263157895,19,6.867198409639008,3.620988153907368
50,2.5,2.5,1.5,20,4.0,20.7602686337902,1.3048960961640212,-13.15200131915124,68.42105263157895,19,5.896205803967813,3.275579202999389
50,2.5,2.5,1.5,30,5.0,19.816427865937403,1.286064525978554,-13.09237511053084,68.42105263157895,19,5.896205803967813,3.275579202999389
50,2.5,2.5,1.5,30,4.0,19.816427865937403,1.286064525978554,-13.09237511053084,68.42105263157895,19,5.896205803967813,3.275579202999389
50,2.5,2.5,1.5,30,3.0,19.816427865937403,1.286064525978554,-13.09237511053084,68.42105263157895,19,5.896205803967813,3.275579202999389
50,2.5,2.5,1.5,25,5.0,20.258834026307305,1.2856489214647961,-13.046128827512849,68.42105263157895,19,5.896205803967813,3.275579202999389
50,2.5,2.5,1.5,25,4.0,20.258834026307305,1.2856489214647961,-13.046128827512849,68.42105263157895,19,5.896205803967813,3.275579202999389
50,2.5,2.5,1.5,25,3.0,20.258834026307305,1.2856489214647961,-13.046128827512849,68.42105263157895,19,5.896205803967813,3.275579202999389
50,2.5,2.5,1.5,20,5.0,20.7602686337902,1.3048960961640212,-13.15200131915124,68.42105263157895,19,5.896205803967813,3.275579202999389
50,2.5,2.5,1.5,20,3.0,20.7602686337902,1.3048960961640212,-13.15200131915124,68.42105263157895,19,5.896205803967813,3.275579202999389
200,2.0,2.5,2.0,25,4.0,8.496679129838103,0.6242430415669281,-8.032621769115256,58.333333333333336,12,4.417924950027308,2.2704690681831305
100,2.0,2.5,2.0,30,3.0,7.483801891678904,0.5727926415674535,-7.675846807500786,58.333333333333336,12,4.417924950027308,2.2704690681831305
150,2.0,2.5,2.0,30,4.0,7.483801891678904,0.5727926415674535,-7.675846807500786,58.333333333333336,12,4.417924950027308,2.2704690681831305
